id,issueId,commentId,commentAuthor,commentTime,commentHTML,commentText,issue
75,46836,Description,hjgfjhfhg,"2009-03-11 09:17:01","&lt;img src=&quot;1.jpg&quot; onerror=&quot;location.href='<a href=""http://ya.ru"">http://ya.ru</a>'&quot; /&gt;

&lt;img src=&quot;<a href=""http://ya.ru/logo.gif"">http://ya.ru/logo.gif</a>&quot; onload=&quot;location.href='<a href=""http://ya.ru"">http://ya.ru</a>'&quot; /&gt;

&lt;p onMouseOver=&quot;location.href='<a href=""http://ya.ru"">http://ya.ru</a>'&quot;&gt;&lt;strong&gt;preved&lt;/strong&gt;&lt;/p&gt;

&lt;a href=&quot;<a href=""http://yandex.ru"">http://yandex.ru</a>&quot; onMouseOver=&quot;location.href='<a href=""http://ya.ru"">http://ya.ru</a>'&quot;&gt;preved&lt;/a&gt;","<img src=""1.jpg"" onerror=""location.href='http://ya.ru'"" />

<img src=""http://ya.ru/logo.gif"" onload=""location.href='http://ya.ru'"" />

<p onMouseOver=""location.href='http://ya.ru'""><strong>preved</strong></p>

<a href=""http://yandex.ru"" onMouseOver=""location.href='http://ya.ru'"">preved</a>",33
76,44909,Description,Desai,"2008-04-30 07:26:59",,,34
77,44909,"Comment 1",Desai,"2008-04-30 07:52:38","Have ficed it.
And now it should work ...... this way.
Can you please retest it and confirm me.
Chirag","Have ficed it.
And now it should work ...... this way.
Can you please retest it and confirm me.
Chirag",34
78,44909,"Comment 2",Desai,"2008-04-30 07:54:11","(In reply to <a href=""show_bug.cgi?id=44909#c0"">comment #0</a>)
<span class=""quote"">&gt; </span>

Thanks for working on this.
I could see some still problem with same area.
Can you rested.

- Regards,
User","(In reply to comment #0)
> 

Thanks for working on this.
I could see some still problem with same area.
Can you rested.

- Regards,
User",34
79,44909,"Comment 3",Desai,"2008-04-30 07:55:19","Sorry some changes i couldnt deploy.
Now its ready to test.

Regards
Chirag","Sorry some changes i couldnt deploy.
Now its ready to test.

Regards
Chirag",34
80,44909,"Comment 4",Desai,"2008-04-30 07:57:04","Thanks its working fine.

Regards
User","Thanks its working fine.

Regards
User",34
81,44909,"Comment 5",Desai,"2008-04-30 08:00:18","Created <span class=""""><a href=""attachment.cgi?id=21887"" name=""attach_21887"" title=""This is Task screen rule"">attachment 21887</a> <a href=""attachment.cgi?id=21887&amp;action=edit"" title=""This is Task screen rule"">[details]</a></span>
This is Task screen rule

Please read it and see if it is useful to you.

Chirag","Created attachment 21887 [details]
This is Task screen rule

Please read it and see if it is useful to you.

Chirag",34
82,44909,"Comment 6",Desai,"2008-04-30 08:10:13","(In reply to <a href=""show_bug.cgi?id=44909#c5"">comment #5</a>)
<span class=""quote"">&gt; Created an attachment (id=21887) [details]
&gt; This is Task screen rule
&gt; Please read it and see if it is useful to you.
&gt; Chirag</span>

This is very useful doc.

Thanks
User","(In reply to comment #5)
> Created an attachment (id=21887) [details]
> This is Task screen rule
> Please read it and see if it is useful to you.
> Chirag

This is very useful doc.

Thanks
User",34
83,44884,Description,maen,"2008-04-27 17:21:49",fdfvfgedgvrt,fdfvfgedgvrt,35
84,42176,Description,Manjunath,"2007-04-20 00:35:54","new bug","new bug",36
85,3748,Description,"Rolf Ley","2001-09-20 08:49:26","build.xml:2: You must specify value, location or refid with the name attribute.

I use a the example CMTNX from Oracle for the 9AS application server.

Where can I find an error-listing and how can I find the line that provocates 
this error.

Thanks. Rolf","build.xml:2: You must specify value, location or refid with the name attribute.

I use a the example CMTNX from Oracle for the 9AS application server.

Where can I find an error-listing and how can I find the line that provocates 
this error.

Thanks. Rolf",37
86,3748,"Comment 1","dev75","2001-09-20 22:18:06","It would be easier for us if you send your build.xml too.  But anyway, I guess, 
you haven't defined a property as defined in Ant's documentation.  Please visit 
<a href=""http://jakarta.apache.org/ant/manual/index.html"">http://jakarta.apache.org/ant/manual/index.html</a>, Select Built-in tasks, move 
down and click on Property.  Check if the rules specified here are being met in 
your build.xml.  Please note that there is a mailing list for ant users:

        <a href=""mailto:ant-user@jakarta.apache.org"">ant-user@jakarta.apache.org</a>

Sending your queries here will fetch you faster responses.  The problem with 
your build.xml is that exactly what the error you got :-)  you have defined a 
name for your property, but failed to define a value, location or refid along 
with it.

Please let us know if indeed this was the problem so that we can close this 
case.  Otherwise, please post your build.xml file so that we can take a peek.

Thanks,
Magesh","It would be easier for us if you send your build.xml too.  But anyway, I guess, 
you haven't defined a property as defined in Ant's documentation.  Please visit 
http://jakarta.apache.org/ant/manual/index.html, Select Built-in tasks, move 
down and click on Property.  Check if the rules specified here are being met in 
your build.xml.  Please note that there is a mailing list for ant users:

        ant-user@jakarta.apache.org

Sending your queries here will fetch you faster responses.  The problem with 
your build.xml is that exactly what the error you got :-)  you have defined a 
name for your property, but failed to define a value, location or refid along 
with it.

Please let us know if indeed this was the problem so that we can close this 
case.  Otherwise, please post your build.xml file so that we can take a peek.

Thanks,
Magesh",37
87,3748,"Comment 2","Rolf Ley","2001-09-21 01:00:43","Created <span class=""""><a href=""attachment.cgi?id=588"" name=""attach_588"" title=""build.xml"">attachment 588</a> <a href=""attachment.cgi?id=588&amp;action=edit"" title=""build.xml"">[details]</a></span>
build.xml","Created attachment 588 [details]
build.xml",37
88,3748,"Comment 3","dev75","2001-09-21 08:19:15","Please supply the file common.xml also.
Magesh","Please supply the file common.xml also.
Magesh",37
89,3748,"Comment 4","Rolf Ley","2001-09-24 03:02:14","Created <span class=""""><a href=""attachment.cgi?id=597&amp;action=diff"" name=""attach_597"" title=""Oracle build.xml example"">attachment 597</a> <a href=""attachment.cgi?id=597&amp;action=edit"" title=""Oracle build.xml example"">[details]</a></span>
Oracle build.xml example","Created attachment 597 [details]
Oracle build.xml example",37
90,3748,"Comment 5","Rolf Ley","2001-09-24 03:07:10","Hello Diane, Hello Magesch

I thought, that I send the common.xml-file too. However, I sent it again. 

But didn't Diane say, that the error occurs in line 2? Or could the common.xml-
file causes ant to give the wrong line-number?

Thanks for your help.

Regards Rolf","Hello Diane, Hello Magesch

I thought, that I send the common.xml-file too. However, I sent it again. 

But didn't Diane say, that the error occurs in line 2? Or could the common.xml-
file causes ant to give the wrong line-number?

Thanks for your help.

Regards Rolf",37
91,3748,"Comment 6","Rolf Ley","2001-09-24 03:22:44","Hello Diane, hello Magesh

thanks for your help. After putting in line 2 in common.xm. a blank-value it 
works. Now I recieve some other errors, but I think that I can manage this.

Anyway, we can close this case.

Thanks Rolf","Hello Diane, hello Magesh

thanks for your help. After putting in line 2 in common.xm. a blank-value it 
works. Now I recieve some other errors, but I think that I can manage this.

Anyway, we can close this case.

Thanks Rolf",37
92,4761,Description,Arulmanikandan,"2001-11-08 23:17:58","I downloaded the file jakarta-ant-1.4.1-bin.zip from the site 
<a href=""http://jakarta.apache.org/builds/ant/release/v1.4.1/bin/"">http://jakarta.apache.org/builds/ant/release/v1.4.1/bin/</a>
 ant i ran ant.bat it reported the following error

Buildfile: build.xml does not exist!
Build failed

The extracted files from the zip not contains build.xml.Could anyone tell me 
where shuld i download
the xml file.And also to install Ant Application they specified the foolowing 
files are downloaded from 
different sites for single jar files.Could anyone tell me where i can download 
all the specified jar
files in a single site.


Jar Name Needed For Available At An XSL transformer like Xalan or XSL:P style 
task <a href=""http://xml.apache.org/xalan-j/index.html"">http://xml.apache.org/xalan-j/index.html</a> or <a href=""http://www.clc"">http://www.clc</a>-
marketing.com/xslp/ 
jakarta-regexp-1.2.jar regexp type with mappers jakarta.apache.org/regexp/ 
jakarta-oro-2.0.1.jar regexp type with mappers and the perforce tasks 
jakarta.apache.org/oro/ 
junit.jar junit tasks www.junit.org 
stylebook.jar stylebook task CVS repository of xml.apache.org 
testlet.jar test task java.apache.org/framework 
antlr.jar antlr task www.antlr.org 
bsf.jar script task oss.software.ibm.com/developerworks/projects/bsf 
netrexx.jar netrexx task www2.hursley.ibm.com/netrexx 
rhino.jar javascript with script task www.mozilla.org 
jpython.jar python with script task www.jpython.org 
netcomponents.jar ftp and telnet tasks www.savarese.org/oro/downloads","I downloaded the file jakarta-ant-1.4.1-bin.zip from the site 
http://jakarta.apache.org/builds/ant/release/v1.4.1/bin/
 ant i ran ant.bat it reported the following error

Buildfile: build.xml does not exist!
Build failed

The extracted files from the zip not contains build.xml.Could anyone tell me 
where shuld i download
the xml file.And also to install Ant Application they specified the foolowing 
files are downloaded from 
different sites for single jar files.Could anyone tell me where i can download 
all the specified jar
files in a single site.


Jar Name Needed For Available At An XSL transformer like Xalan or XSL:P style 
task http://xml.apache.org/xalan-j/index.html or http://www.clc-
marketing.com/xslp/ 
jakarta-regexp-1.2.jar regexp type with mappers jakarta.apache.org/regexp/ 
jakarta-oro-2.0.1.jar regexp type with mappers and the perforce tasks 
jakarta.apache.org/oro/ 
junit.jar junit tasks www.junit.org 
stylebook.jar stylebook task CVS repository of xml.apache.org 
testlet.jar test task java.apache.org/framework 
antlr.jar antlr task www.antlr.org 
bsf.jar script task oss.software.ibm.com/developerworks/projects/bsf 
netrexx.jar netrexx task www2.hursley.ibm.com/netrexx 
rhino.jar javascript with script task www.mozilla.org 
jpython.jar python with script task www.jpython.org 
netcomponents.jar ftp and telnet tasks www.savarese.org/oro/downloads",38
93,4761,"Comment 1",Arulmanikandan,"2001-11-08 23:53:12","I downloaded the file jakarta-ant-1.4.1-bin.zip from the site 
<a href=""http://jakarta.apache.org/builds/ant/release/v1.4.1/bin/"">http://jakarta.apache.org/builds/ant/release/v1.4.1/bin/</a>
 ant i ran ant.bat it reported the following error

Buildfile: build.xml does not exist!
Build failed

The extracted files from the zip not contains build.xml.Could anyone 
tell me 
where shuld i download
the xml file.And also to install Ant Application they specified the 
foolowing 
files are downloaded from 
different sites for single jar files.Could anyone tell me where i can 
download 
all the specified jar
files in a single site.


Jar Name Needed For Available At An XSL transformer like Xalan or XSL:P 
style 
task <a href=""http://xml.apache.org/xalan-j/index.html"">http://xml.apache.org/xalan-j/index.html</a> or <a href=""http://www.clc"">http://www.clc</a>-
marketing.com/xslp/ 
jakarta-regexp-1.2.jar regexp type with mappers 
jakarta.apache.org/regexp/ 
jakarta-oro-2.0.1.jar regexp type with mappers and the perforce tasks 
jakarta.apache.org/oro/ 
